ProductionRequestId,Uptime,Totaltime,Quantity,Start,End,Type,Releasedate,Duedate,TargetProductionRate,UnitPrice,Power,Weight
50926,5.552222222222222,5.677777777777778,30000.0,2016-01-27 05:05:30.377000,2016-01-27 10:46:10.163000,HELICES EXTRA CESTINDUE,2016-01-20 10:46:10.163000,2016-02-06 10:46:10.163000,6000.0,8.056755370834926,8.289696096533081,3
50925,7.2058333333333335,7.729254722222222,30000.0,2016-01-27 10:46:10.163000,2016-01-27 18:29:55.850000,SPIRELLI VOLKOREN STANDAARD,2016-01-18 18:29:55.850000,2016-02-05 18:29:55.850000,6000.0,9.715754686823496,11.947305580298774,1
51037,5.181111111111111,5.636400833333333,30000.0,2016-01-27 18:29:55.850000,2016-01-28 00:08:06.760000,MACARONI KORT EXTRA,2016-01-18 00:08:06.760000,2016-02-04 00:08:06.760000,6000.0,9.404156627312242,9.650670155433552,1
51036,5.215277777777778,5.402500833333334,30000.0,2016-01-28 00:08:06.760000,2016-01-28 05:32:15.627000,"MACARONI KORT AS 1,1% DURUM",2016-01-18 05:32:15.627000,2016-02-05 05:32:15.627000,6000.0,11.684732480018356,9.958485886006091,1
51099,5.232222222222222,5.686438888888889,30000.0,2016-01-28 05:32:15.627000,2016-01-28 11:13:26.747000,MACARONI KORT PLATTE ZAK,2016-01-21 11:13:26.747000,2016-02-06 11:13:26.747000,6000.0,9.632383168051753,11.555065356329457,3
50676,5.87,6.371925,30000.0,2016-01-28 11:13:26.747000,2016-01-28 17:35:45.783000,PENNE LARGE,2016-01-21 17:35:45.783000,2016-02-05 17:35:45.783000,6000.0,9.874112100176532,11.933072405928291,8
-7,6.140691666666667,6.140691666666667,6.140691666666667,2016-01-28 17:35:45.783000,2016-01-28 23:44:12.273000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51098,4.967777777777778,5.073055555555555,30000.0,2016-01-28 23:44:12.273000,2016-01-29 04:48:35.253000,HORENTJE H/Z 10/90,2016-01-22 04:48:35.253000,2016-02-05 04:48:35.253000,6000.0,9.811763507732351,11.468136940254455,5
-8,14.623678888888888,14.623678888888888,14.623678888888888,2016-01-29 04:48:35.253000,2016-01-29 19:26:00.497000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51166,14.906666666666666,14.965555555555556,50000.0,2016-01-29 19:26:00.497000,2016-01-30 10:23:56.030000,ZITTI LM 942/1311 1.1% AS/DS,2016-01-22 10:23:56.030000,2016-02-07 10:23:56.030000,3000.0,10.739532681131415,10.353216439227708,6
50831,0.0,5.673036944444445,0.0,2016-01-30 10:23:56.030000,2016-01-30 16:04:18.883000,MAC.KORT L.M. 327/057,2016-01-20 16:04:18.883000,2016-02-09 16:04:18.883000,3000.0,11.707157396877914,10.039485102709012,4
-9,2.012479722222222,2.012479722222222,2.012479722222222,2016-01-30 16:04:18.883000,2016-01-30 18:05:03.810000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
77327,15.354444444444445,15.604166666666666,49999.0,2016-01-30 18:05:03.810000,2016-01-31 09:41:18.020000,MAC.KORT L.M. 327/057,2016-01-22 09:41:18.020000,2016-02-08 09:41:18.020000,3000.0,10.54949695332175,9.28674773854912,9
-10,19.371511944444443,19.371511944444443,19.371511944444443,2016-01-31 09:41:18.020000,2016-02-01 05:03:35.463000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51216,5.402777777777778,5.650555555555556,30000.0,2016-02-01 05:03:35.463000,2016-02-01 10:42:37.607000,"SPIRALEN DURUM AS 1,1%",2016-01-22 10:42:37.607000,2016-02-08 10:42:37.607000,6000.0,9.54812205046469,8.86779517897411,9
51215,6.571944444444444,6.918080555555556,30000.0,2016-02-01 10:42:37.607000,2016-02-01 17:37:42.413000,HELICES EXTRA SBS,2016-01-24 17:37:42.413000,2016-02-09 17:37:42.413000,6000.0,8.680098654445871,8.071208684438988,6
51209,5.036666666666667,5.830819444444445,30000.0,2016-02-01 17:37:42.413000,2016-02-01 23:27:33.673000,HORENTJES VOLKOREN STANDAARD,2016-01-24 23:27:33.673000,2016-02-09 23:27:33.673000,6000.0,9.154487914701463,8.162484793447984,3
51210,6.745277777777778,7.296160277777778,35000.0,2016-02-01 23:27:33.673000,2016-02-02 06:45:19.933000,KLEIN HORENTJE H/Z 10/90,2016-01-25 06:45:19.933000,2016-02-11 06:45:19.933000,6000.0,10.588176694167137,10.992283708027617,3
51214,9.949722222222222,10.35975,60000.0,2016-02-02 06:45:19.933000,2016-02-02 17:06:55.670000,COURVO DURUM/ZACHTE 70/30,2016-01-26 17:06:55.670000,2016-02-09 17:06:55.670000,6000.0,9.23711948447707,9.032986563803787,3
51213,4.820277777777778,5.452243611111111,30000.0,2016-02-02 17:06:55.670000,2016-02-02 22:34:03.237000,HORENTJES KDO,2016-01-23 22:34:03.237000,2016-02-09 22:34:03.237000,6000.0,8.856200505293586,9.295365987559066,5
51211,4.949166666666667,5.066346111111112,30000.0,2016-02-02 22:34:03.237000,2016-02-03 03:38:02.953000,HORENTJE H/Z 10/90,2016-01-25 03:38:02.953000,2016-02-13 03:38:02.953000,6000.0,8.358082586439645,11.115244539866268,1
51207,2.4277777777777776,2.978565833333333,30000.0,2016-02-03 03:38:02.953000,2016-02-03 06:36:45.277000,HORENTJES VOLKOREN STANDAARD,2016-01-26 06:36:45.277000,2016-02-11 06:36:45.277000,6000.0,11.501117835504726,9.197185939645658,1
-11,1.8505166666666666,1.8505166666666666,1.8505166666666666,2016-02-03 06:36:45.277000,2016-02-03 08:27:47.137000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51212,5.095,5.399444444444445,30000.0,2016-02-03 08:27:47.137000,2016-02-03 13:51:45.780000,"KLEIN HORENTJE DURUM AS 1,1%",2016-01-24 13:51:45.780000,2016-02-13 13:51:45.780000,6000.0,9.74593736373723,10.352035515697757,4
51262,5.319166666666667,5.837236111111111,30000.0,2016-02-03 13:51:45.780000,2016-02-03 19:41:59.800000,"SPIRALEN DURUM AS 0,9%",2016-01-25 19:41:59.800000,2016-02-12 19:41:59.800000,6000.0,9.684553550397276,9.693972515254432,3
51304,5.442777777777778,5.700271388888889,30000.0,2016-02-03 19:41:59.800000,2016-02-04 01:24:00.637000,HELICES EXTRA CESTINDUE,2016-01-28 01:24:00.637000,2016-02-13 01:24:00.637000,6000.0,10.96318435148774,11.333844532946843,7
51306,5.610277777777778,6.046388888888889,30000.0,2016-02-04 01:24:00.637000,2016-02-04 07:26:47.113000,KLEIN HORENTJE H/Z 10/90,2016-01-28 07:26:47.113000,2016-02-14 07:26:47.113000,6000.0,9.7410244647004,8.253988355376237,3
51298,8.200277777777778,8.720331666666667,40000.0,2016-02-04 07:26:47.113000,2016-02-04 16:10:00.457000,PENNE LARGE,2016-01-27 16:10:00.457000,2016-02-12 16:10:00.457000,6000.0,11.482742601228875,8.523976434968722,7
51354,4.926666666666667,5.070875833333333,30000.0,2016-02-04 16:10:00.457000,2016-02-04 21:14:15.210000,HORENTJES EXTRA,2016-01-28 21:14:15.210000,2016-02-11 21:14:15.210000,6000.0,11.470655147622772,10.024851403456234,5
51352,2.7666666666666666,3.8969425,35000.0,2016-02-04 21:14:15.210000,2016-02-05 01:08:04.920000,HORENTJE H/Z 10/90,2016-01-27 01:08:04.920000,2016-02-14 01:08:04.920000,6000.0,11.272796498344555,8.852886959399653,2
-12,4.804377777777777,4.804377777777777,4.804377777777777,2016-02-05 01:08:04.920000,2016-02-05 05:56:20.680000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51350,30.78388888888889,30.948888888888888,100000.0,2016-02-05 05:56:20.680000,2016-02-06 12:53:16.397000,ZITTI LM 942/1311 1.1% AS/DS,2016-01-29 12:53:16.397000,2016-02-15 12:53:16.397000,3000.0,8.75793605261433,9.12019658942692,9
-13,0.6661472222222222,0.6661472222222222,0.6661472222222222,2016-02-06 12:53:16.397000,2016-02-06 13:33:14.527000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51353,9.867777777777778,9.909166666666666,30000.0,2016-02-06 13:33:14.527000,2016-02-06 23:27:47.423000,VERMICELLI LM H/Z 70/30,2016-01-30 23:27:47.423000,2016-02-13 23:27:47.423000,3000.0,9.66883379346102,10.187410054631902,2
-14,29.797631666666668,29.797631666666668,29.797631666666668,2016-02-06 23:27:47.423000,2016-02-08 05:15:38.897000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51448,5.391666666666667,5.639444444444444,30000.0,2016-02-08 05:15:38.897000,2016-02-08 10:54:00.763000,"SPIRALEN DURUM AS 1,1%",2016-02-01 10:54:00.763000,2016-02-18 10:54:00.763000,6000.0,8.124079044785864,8.979265781676652,2
51447,5.176111111111111,5.6752963888888885,30000.0,2016-02-08 10:54:00.763000,2016-02-08 16:34:31.873000,HORENTJE H/Z 10/90,2016-01-31 16:34:31.873000,2016-02-18 16:34:31.873000,6000.0,9.966815323101585,11.48229130858366,9
51496,5.180555555555555,5.397512222222223,30000.0,2016-02-08 16:34:31.873000,2016-02-08 21:58:22.860000,MACARONI KORT PLATTE ZAK,2016-02-01 21:58:22.860000,2016-02-17 21:58:22.860000,6000.0,10.324469455542761,8.649938764454552,9
51506,7.321944444444444,7.765275833333334,35000.0,2016-02-08 21:58:22.860000,2016-02-09 05:44:17.827000,MACARONI KORT EXTRA,2016-01-30 05:44:17.827000,2016-02-17 05:44:17.827000,6000.0,9.30799013726022,8.628787683457377,9
51497,5.907222222222222,6.420854444444445,30000.0,2016-02-09 05:44:17.827000,2016-02-09 12:09:32.067000,"GESNEDEN MACARONI AS 0,9%",2016-01-30 12:09:32.067000,2016-02-17 12:09:32.067000,6000.0,11.486772827813951,8.818234322444264,2
51498,6.147777777777778,7.10112861111111,30000.0,2016-02-09 12:09:32.067000,2016-02-09 19:15:36.127000,PENNE LARGE,2016-02-02 19:15:36.127000,2016-02-19 19:15:36.127000,6000.0,8.769822442739562,9.341579837081477,4
51507,5.826388888888889,6.030277777777778,30000.0,2016-02-09 19:15:36.127000,2016-02-10 01:17:25.237000,PENNE SCHERPE HOEK 40MM,2016-02-02 01:17:25.237000,2016-02-17 01:17:25.237000,6000.0,8.89509350191489,10.076595193525552,2
51553,7.494166666666667,8.538330555555556,35000.0,2016-02-10 01:17:25.237000,2016-02-10 09:49:43.650000,TAGLIATELLI EXTRA,2016-02-01 09:49:43.650000,2016-02-17 09:49:43.650000,6000.0,9.788523668822041,9.976831487057563,9
51519,5.221666666666667,5.7977380555555555,30000.0,2016-02-10 09:49:43.650000,2016-02-10 15:37:35.830000,COURVO DURUM/ZACHTE 70/30,2016-01-31 15:37:35.830000,2016-02-20 15:37:35.830000,6000.0,9.36962469686775,9.762389147952675,4
51544,5.060555555555555,5.115,30000.0,2016-02-10 15:37:35.830000,2016-02-10 20:44:29.627000,"MACARONI KORT AS 1,1% DURUM",2016-02-03 20:44:29.627000,2016-02-19 20:44:29.627000,6000.0,11.576155827751748,11.779007994699798,9
-15,23.216012777777777,23.216012777777777,23.216012777777777,2016-02-10 20:44:29.627000,2016-02-11 19:57:27.273000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51554,5.188055555555556,6.269444444444445,30000.0,2016-02-11 19:57:27.273000,2016-02-12 02:13:37.090000,"KLEIN HORENTJE DURUM AS 1,1%",2016-02-03 02:13:37.090000,2016-02-21 02:13:37.090000,6000.0,11.164587081236107,10.812718215514852,4
51579,4.926388888888889,5.075849166666667,30000.0,2016-02-12 02:13:37.090000,2016-02-12 07:18:10.513000,HORENTJES H/Z 60/40,2016-02-04 07:18:10.513000,2016-02-20 07:18:10.513000,6000.0,11.348877800667765,8.793050907604318,4
51726,6.770277777777777,7.6736483333333325,30000.0,2016-02-12 07:18:10.513000,2016-02-12 14:58:35.293000,HELICES EXTRA SBS,2016-02-04 14:58:35.293000,2016-02-22 14:58:35.293000,6000.0,11.510172326214455,8.33280652372128,6
51723,4.982777777777778,5.322823333333334,30000.0,2016-02-12 14:58:35.293000,2016-02-12 20:17:57.417000,HORENTJE H/Z 10/90,2016-02-02 20:17:57.417000,2016-02-21 20:17:57.417000,6000.0,9.377653010860044,10.941232675188012,6
51733,5.420277777777778,5.5536111111111115,30000.0,2016-02-12 20:17:57.417000,2016-02-13 01:51:10.040000,KLEIN HORENTJE H/Z 10/90,2016-02-04 01:51:10.040000,2016-02-22 01:51:10.040000,6000.0,9.903527261755315,11.908651498604241,9
-16,2.599835277777778,2.599835277777778,2.599835277777778,2016-02-13 01:51:10.040000,2016-02-13 04:27:09.447000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51729,16.22833333333333,16.578055555555554,40000.0,2016-02-13 04:27:09.447000,2016-02-13 21:01:50.997000,BONETTI LM 897/384,2016-02-06 21:01:50.997000,2016-02-23 21:01:50.997000,3000.0,11.300737694982487,11.342356684318005,3
-17,1.9103611111111112,1.9103611111111112,1.9103611111111112,2016-02-13 21:01:50.997000,2016-02-13 22:56:28.297000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51730,9.964722222222223,10.153333333333334,30000.0,2016-02-13 22:56:28.297000,2016-02-14 09:05:40.793000,VERMICELLI LM H/Z 70/30,2016-02-07 09:05:40.793000,2016-02-23 09:05:40.793000,3000.0,11.061876945559927,9.80095290698054,9
-18,0.2908408333333333,0.2908408333333333,0.2908408333333333,2016-02-14 09:05:40.793000,2016-02-14 09:23:07.820000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51725,0.0,0.016725,0.0,2016-02-14 09:23:07.820000,2016-02-14 09:24:08.030000,MAC.KORT L.M. 327/057,2016-02-07 09:24:08.030000,2016-02-24 09:24:08.030000,3000.0,11.764824372676276,10.800943151418249,9
-19,0.016725,0.016725,0.016725,2016-02-14 09:23:07.820000,2016-02-14 09:24:08.030000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
77328,9.604722222222222,10.208055555555555,29999.0,2016-02-14 09:24:08.030000,2016-02-14 19:36:37.830000,MAC.KORT L.M. 327/057,2016-02-05 19:36:37.830000,2016-02-23 19:36:37.830000,3000.0,8.275019208016644,9.8615180602862,8
-20,19.508536944444444,19.508536944444444,19.508536944444444,2016-02-14 19:36:37.830000,2016-02-15 15:07:08.563000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51763,5.072777777777778,5.120833333333334,30000.0,2016-02-15 15:07:08.563000,2016-02-15 20:14:23.917000,HORENTJES KDO,2016-02-07 20:14:23.917000,2016-02-23 20:14:23.917000,6000.0,10.088481293449288,8.94850456407193,2
51783,5.735277777777778,6.280003611111111,30000.0,2016-02-15 20:14:23.917000,2016-02-16 02:31:11.483000,PENNE SCHERPE HOEK 40MM,2016-02-08 02:31:11.483000,2016-02-25 02:31:11.483000,6000.0,9.658870866207657,9.272612462314257,9
51781,5.361111111111111,5.7322491666666675,30000.0,2016-02-16 02:31:11.483000,2016-02-16 08:15:07.160000,ELLEBOOGMACARONI,2016-02-06 08:15:07.160000,2016-02-24 08:15:07.160000,6000.0,9.946042754413508,11.575870785963987,7
51764,5.684166666666667,19.85846861111111,33828.0,2016-02-16 08:15:07.160000,2016-02-17 04:06:37.700000,COURVO DURUM/ZACHTE 70/30,2016-02-10 04:06:37.700000,2016-02-25 04:06:37.700000,6000.0,10.304044807785948,8.83561233419792,7
-21,10.689403611111112,10.689403611111112,10.689403611111112,2016-02-17 04:06:37.700000,2016-02-17 14:47:59.553000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
77329,4.3975,4.523888888888889,26171.0,2016-02-17 14:47:59.553000,2016-02-17 19:19:25.367000,COURVO DURUM/ZACHTE 70/30,2016-02-08 19:19:25.367000,2016-02-24 19:19:25.367000,6000.0,9.963131944017977,9.171228068893084,1
51835,5.391111111111111,6.500254444444445,30000.0,2016-02-17 19:19:25.367000,2016-02-18 01:49:26.073000,"MACARONI KORT AS 1,1% DURUM",2016-02-11 01:49:26.073000,2016-02-26 01:49:26.073000,6000.0,8.204608433891508,8.48172811894689,6
51831,7.171388888888889,7.701666666666667,30000.0,2016-02-18 01:49:26.073000,2016-02-18 09:31:32.683000,SPIRELLI VOLKOREN STANDAARD,2016-02-10 09:31:32.683000,2016-02-27 09:31:32.683000,6000.0,11.469809789901332,9.383975993367702,2
51913,12.036944444444444,12.238223333333334,65000.0,2016-02-18 09:31:32.683000,2016-02-18 21:45:50.863000,HELICES EXTRA CESTINDUE,2016-02-09 21:45:50.863000,2016-02-26 21:45:50.863000,6000.0,10.696076270688993,8.304019802286112,9
52049,5.626111111111111,6.753611111111111,30000.0,2016-02-18 21:45:50.863000,2016-02-19 04:31:03.860000,PENNEN EXTRA SCHERPE HOEK,2016-02-09 04:31:03.860000,2016-02-29 04:31:03.860000,6000.0,10.800589747053683,9.260601150910869,7
-22,0.5424944444444445,0.5424944444444445,0.5424944444444445,2016-02-19 04:31:03.860000,2016-02-19 05:03:36.840000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
52029,4.993611111111111,5.388333333333334,30000.0,2016-02-19 05:03:36.840000,2016-02-19 10:26:54.440000,HORENTJE H/Z 10/90,2016-02-12 10:26:54.440000,2016-02-27 10:26:54.440000,6000.0,10.07545567400062,11.87462258283421,5
51914,5.220833333333333,5.357616666666666,30000.0,2016-02-19 10:26:54.440000,2016-02-19 15:48:21.890000,"SPIRALEN DURUM AS 0,9%",2016-02-12 15:48:21.890000,2016-02-26 15:48:21.890000,6000.0,8.437653799159696,11.519182740394879,8
-23,54.70476305555555,54.70476305555555,54.70476305555555,2016-02-19 15:48:21.890000,2016-02-21 22:30:39.037000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
52089,5.363611111111111,7.3630555555555555,30000.0,2016-02-21 22:30:39.037000,2016-02-22 05:52:26.347000,HORENTJES VOLKOREN STANDAARD,2016-02-15 05:52:26.347000,2016-02-29 05:52:26.347000,6000.0,8.433440770391147,8.583075238130233,6
52096,5.9366666666666665,6.416397222222222,30000.0,2016-02-22 05:52:26.347000,2016-02-22 12:17:25.053000,PENNE LARGE,2016-02-15 12:17:25.053000,2016-03-01 12:17:25.053000,6000.0,11.604352335396378,9.170343894706683,5
52108,10.245277777777778,10.703323333333334,60000.0,2016-02-22 12:17:25.053000,2016-02-22 22:59:37.057000,HORENTJE H/Z 10/90,2016-02-12 22:59:37.057000,2016-03-02 22:59:37.057000,6000.0,10.752959054669581,9.746914470298671,4
51915,5.837777777777778,6.09833611111111,30000.0,2016-02-22 22:59:37.057000,2016-02-23 05:05:31.213000,"GESNEDEN MACARONI AS 0,9%",2016-02-15 05:05:31.213000,2016-03-02 05:05:31.213000,6000.0,10.353774987752539,8.770650450703037,6
-24,0.5342055555555556,0.5342055555555556,0.5342055555555556,2016-02-23 05:05:31.213000,2016-02-23 05:37:34.353000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
52103,6.529722222222222,6.766666666666667,30000.0,2016-02-23 05:37:34.353000,2016-02-23 12:23:34.423000,QUICK MACARONI KORT 20MM,2016-02-15 12:23:34.423000,2016-03-01 12:23:34.423000,6000.0,8.36359397446924,11.459247377892902,4
-25,29.56815277777778,29.56815277777778,29.56815277777778,2016-02-23 12:23:34.423000,2016-02-24 17:57:39.773000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
52184,4.9383333333333335,5.258611111111111,30000.0,2016-02-24 17:57:39.773000,2016-02-24 23:13:10.230000,HORENTJES KDO,2016-02-16 23:13:10.230000,2016-03-04 23:13:10.230000,6000.0,9.521428816651452,9.572987011569303,9
52183,6.469166666666666,6.8809175,35000.0,2016-02-24 23:13:10.230000,2016-02-25 06:06:01.333000,MACARONI KORT PLATTE ZAK,2016-02-18 06:06:01.333000,2016-03-05 06:06:01.333000,6000.0,11.039671578706717,8.899998322540748,9
52182,5.296944444444445,5.805234444444444,30000.0,2016-02-25 06:06:01.333000,2016-02-25 11:54:20.507000,MACARONI KORT EXTRA,2016-02-16 11:54:20.507000,2016-03-04 11:54:20.507000,6000.0,8.625831023503544,10.045462024337983,5
52159,5.276944444444444,5.339479444444445,30000.0,2016-02-25 11:54:20.507000,2016-02-25 17:14:42.547000,HORENTJES VOLKOREN STANDAARD,2016-02-18 17:14:42.547000,2016-03-06 17:14:42.547000,6000.0,9.966364390553974,9.097412740777422,6
52181,12.743055555555555,13.142748888888889,70000.0,2016-02-25 17:14:42.547000,2016-02-26 06:23:16.420000,"SPIRALEN DURUM AS 1,1%",2016-02-19 06:23:16.420000,2016-03-06 06:23:16.420000,6000.0,9.682765730808443,11.13694239929493,8
-26,0.5433916666666667,0.5433916666666667,0.5433916666666667,2016-02-26 06:23:16.420000,2016-02-26 06:55:52.630000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
52270,8.378055555555555,8.556666666666667,45000.0,2016-02-26 06:55:52.630000,2016-02-26 15:29:16.203000,KLEIN HORENTJE H/Z 10/90,2016-02-19 15:29:16.203000,2016-03-04 15:29:16.203000,6000.0,9.306190269554481,8.34673048874535,6
-27,2.6767483333333333,2.6767483333333333,2.6767483333333333,2016-02-26 15:29:16.203000,2016-02-26 18:09:52.497000,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
52252,16.835277777777776,17.378055555555555,50000.0,2016-02-26 18:09:52.497000,2016-02-27 11:32:33.143000,VERMICELLI LM 514/1003,2016-02-17 11:32:33.143000,2016-03-07 11:32:33.143000,3000.0,9.45409554658058,11.718721100797104,2
52251,9.579166666666667,10.090354722222223,30000.0,2016-02-27 11:32:33.143000,2016-02-27 21:37:58.677000,MAC.KORT L.M. 327/057,2016-02-17 21:37:58.677000,2016-03-07 21:37:58.677000,3000.0,10.177791767496185,9.311363834491779,9
52319,15.415,15.879182222222221,50000.0,2016-02-27 21:37:58.677000,2016-02-28 13:30:43.033000,ZITTI LM 942/1311 1.1% AS/DS,2016-02-20 13:30:43.033000,2016-03-09 13:30:43.033000,3000.0,10.357085086797172,8.007986450155013,5
